x,y,radar,true
2.5,124.5,1.22293735749,0.0
2.5,125.5,1.22410204372,0.0
2.5,126.5,1.22410204372,0.0
2.5,127.5,1.22410204372,0.0
2.5,128.5,1.22410204372,0.0
2.5,129.5,1.22410204372,0.0
2.5,130.5,1.20845583336,0.0
2.5,131.5,1.20845583336,0.0
2.5,132.5,1.20845583336,0.0
2.5,133.5,1.20845583336,0.0
2.5,134.5,1.20845583336,0.0
2.5,135.5,1.04637184595,0.0
2.5,136.5,1.04637184595,0.0
2.5,137.5,1.04637184595,0.0
2.5,138.5,1.04637184595,0.0
2.5,139.5,1.04637184595,0.0
2.5,140.5,1.01978270098,0.0
2.5,141.5,1.01978270098,0.0
2.5,142.5,1.01978270098,0.0
2.5,143.5,1.01978270098,0.0
2.5,144.5,1.01978270098,0.0
2.5,145.5,1.09103105182,0.0
2.5,146.5,1.09103105182,0.0
2.5,147.5,1.09103105182,0.0
2.5,148.5,1.09103105182,0.0
2.5,149.5,1.09103105182,0.0
2.5,150.5,1.23627945403,0.0
2.5,151.5,1.23627945403,0.0
2.5,152.5,1.23627945403,0.0
2.5,153.5,1.23627945403,0.0
2.5,154.5,1.23627945403,0.0
2.5,155.5,1.01626858691,0.0
2.5,156.5,1.01626858691,0.0
2.5,157.5,1.01626858691,0.0
2.5,158.5,1.01626858691,0.0
2.5,159.5,1.01626858691,0.0
2.5,160.5,1.52009324665,0.0
2.5,161.5,1.52009324665,0.0
2.5,162.5,1.52009324665,1.4921626101
2.5,163.5,1.52009324665,0.423073306131
2.5,164.5,1.52009324665,0.973651502127
2.5,165.5,1.90489711059,0.317320367624
2.5,166.5,1.90489711059,0.530950922087
2.5,167.5,1.90489711059,0.70548615701
2.5,168.5,1.90489711059,1.10178811926
2.5,169.5,1.90489711059,0.713448097712
2.5,170.5,3.40265964738,0.518525135598
2.5,171.5,3.40265964738,1.09666133513
2.5,172.5,3.40265964738,2.73066772788
2.5,173.5,3.40265964738,4.58321501331
2.5,174.5,3.40265964738,4.86224377387
2.5,175.5,19.1853988089,10.2912890985
2.5,176.5,19.1853988089,10.3816864241
2.5,177.5,19.1853988089,17.126444971
2.5,178.5,19.1853988089,7.31567985022
2.5,179.5,19.1853988089,10.290807098
2.5,180.5,21.1168928897,10.0187276211
2.5,181.5,21.1168928897,13.5747654619
2.5,182.5,21.1168928897,6.39691472692
2.5,183.5,21.1168928897,24.1310274517
2.5,184.5,21.1168928897,29.90140289
2.5,185.5,18.3617795975,19.2177998222
2.5,186.5,18.3617795975,21.0014850604
2.5,187.5,18.3617795975,19.3809338526
2.5,188.5,18.3617795975,23.7351816213
2.5,189.5,18.3617795975,14.8281836084
2.5,190.5,24.0295426561,29.2427330392
2.5,191.5,24.0295426561,24.7717851982
2.5,192.5,24.0295426561,41.0428558238
2.5,193.5,24.0295426561,6.58699448312
2.5,194.5,24.0295426561,27.1018967986
2.5,195.5,15.8080408719,18.9832782297
2.5,196.5,15.8080408719,18.1533980075
2.5,197.5,15.8080408719,12.6685865361
2.5,198.5,15.8080408719,13.605068556
2.5,199.5,15.8080408719,5.8986477137
3.5,0.5,1.10969721922,0.0
3.5,1.5,1.10969721922,0.0
3.5,2.5,1.10969721922,0.0
3.5,3.5,1.10969721922,0.0
3.5,4.5,1.10969721922,0.0
3.5,5.5,1.2254183208,0.0
3.5,6.5,1.2254183208,0.0
3.5,7.5,1.2254183208,0.0
3.5,8.5,1.2254183208,0.0
3.5,9.5,1.2254183208,0.0
3.5,10.5,1.01924348731,0.0
3.5,11.5,1.01924348731,0.0
3.5,12.5,1.01924348731,0.0
3.5,13.5,1.01924348731,0.0
3.5,14.5,1.01924348731,0.0
3.5,15.5,1.06366601639,0.0
3.5,16.5,1.06366601639,0.0
3.5,17.5,1.06366601639,0.0
3.5,18.5,1.06366601639,0.0
3.5,19.5,1.06366601639,0.0
3.5,20.5,1.183027618,0.0
3.5,21.5,1.183027618,0.0
3.5,22.5,1.183027618,0.0
3.5,23.5,1.183027618,0.0
3.5,24.5,1.183027618,0.0
3.5,25.5,1.02829907749,0.0
3.5,26.5,1.02829907749,0.0
3.5,27.5,1.02829907749,0.0
3.5,28.5,1.02829907749,0.0
3.5,29.5,1.02829907749,0.0
3.5,30.5,1.00468313765,0.0
3.5,31.5,1.00468313765,0.0
3.5,32.5,1.00468313765,0.0
3.5,33.5,1.00468313765,0.0
3.5,34.5,1.00468313765,0.0
3.5,35.5,1.06062537427,0.0
3.5,36.5,1.06062537427,0.0
3.5,37.5,1.06062537427,0.0
